movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,audience_top_critics_count,audience_fresh_critics_count,audience_rotten_critics_count
Pride and Prejudice and Zombies,PG-13,"Comedy, Horror, Romance",2016-02-05,2016-05-31,107,Rotten,45,187,Spilled,44,28167,41,84,103
The Choice,PG-13,"Drama, Romance",2016-02-05,2016-05-03,100,Rotten,11,82,Upright,62,12477,25,9,73
Deadpool,R,"Action & Adventure, Comedy, Science Fiction & Fantasy",2016-02-12,2016-05-10,103,Certified Fresh,84,335,Upright,90,186846,48,283,52
How To Be Single,R,"Comedy, Romance",2016-02-12,2016-05-24,110,Rotten,46,153,Spilled,47,27954,36,71,82
Where to Invade Next,R,Documentary,2016-02-12,2016-05-10,110,Certified Fresh,79,190,Upright,77,11516,39,150,40
Zoolander 2,PG-13,Comedy,2016-02-12,2016-05-24,102,Rotten,23,226,Spilled,20,41699,47,51,175
Race,PG-13,Drama,2016-02-19,2016-05-31,134,Fresh,61,153,Upright,77,14957,38,94,59
Risen,PG-13,"Action & Adventure, Drama",2016-02-19,2016-05-24,107,Rotten,53,128,Upright,69,16226,28,68,60
Eddie The Eagle,PG-13,Drama,2016-02-26,2016-06-14,105,Certified Fresh,82,196,Upright,82,22806,37,160,36
Gods Of Egypt,PG-13,"Action & Adventure, Science Fiction & Fantasy",2016-02-26,2016-05-31,127,Rotten,16,185,Spilled,37,31710,34,29,156
Triple 9,R,"Action & Adventure, Drama",2016-02-26,2016-05-31,116,Rotten,53,174,Spilled,41,19628,42,92,82
London Has Fallen,R,Action & Adventure,2016-03-04,2016-06-14,120,Rotten,26,193,Spilled,51,36801,36,51,142
Whiskey Tango Foxtrot,R,"Comedy, Drama",2016-03-04,2016-06-28,111,Fresh,68,205,Spilled,55,22400,47,139,66
Zootopia,PG,"Action & Adventure, Animation, Comedy",2016-03-04,2016-06-07,108,Certified Fresh,97,279,Upright,92,100946,47,272,7
10 Cloverfield Lane,PG-13,"Drama, Mystery & Suspense, Science Fiction & Fantasy",2016-03-11,2016-06-14,90,Certified Fresh,90,301,Upright,79,60607,49,271,30
"Hello, My Name is Doris",R,Drama,2016-03-11,2016-06-14,95,Certified Fresh,84,122,Upright,76,16090,28,103,19
The Brothers Grimsby,R,Comedy,2016-03-11,2016-06-21,83,Rotten,38,136,Spilled,41,14939,32,51,85
Miracles from Heaven,PG,Drama,2016-03-16,2016-07-12,109,Rotten,44,91,Upright,81,22074,25,40,51
Midnight Special,PG-13,"Drama, Science Fiction & Fantasy",2016-03-18,2016-06-21,111,Certified Fresh,83,228,Upright,67,22200,47,190,38
The Divergent Series: Allegiant,PG-13,"Action & Adventure, Science Fiction & Fantasy, Romance",2016-03-18,2016-07-12,120,Rotten,11,188,Spilled,41,41704,40,21,167
Batman v Superman: Dawn of Justice,PG-13,"Action & Adventure, Science Fiction & Fantasy",2016-03-23,2016-07-19,151,Rotten,28,412,Upright,63,233695,60,116,296
My Big Fat Greek Wedding 2,PG-13,Comedy,2016-03-25,2016-06-21,94,Rotten,28,171,Spilled,53,20828,36,48,123
Eye In The Sky,R,"Drama, Mystery & Suspense",2016-04-01,2016-06-28,102,Certified Fresh,95,210,Upright,83,32801,37,200,10
God's Not Dead 2,PG,Drama,2016-04-01,2016-08-16,120,Rotten,8,38,Upright,62,13252,8,3,35
The Witch,R,Horror,2016-04-01,2016-05-17,92,Certified Fresh,90,317,Spilled,58,41288,54,286,31
Everybody Wants Some!!,R,Comedy,2016-04-08,2016-07-12,117,Certified Fresh,87,229,Upright,68,15553,49,199,30
Hardcore Henry,R,"Action & Adventure, Science Fiction & Fantasy",2016-04-08,2016-07-26,90,Rotten,50,143,Spilled,54,18242,32,72,71
The Boss,R,Comedy,2016-04-08,2016-07-26,105,Rotten,21,187,Spilled,38,27080,45,40,147
Barbershop: The Next Cut,PG-13,Comedy,2016-04-15,2016-07-26,112,Certified Fresh,90,93,Upright,66,19790,32,84,9
Criminal,R,"Action & Adventure, Drama, Mystery & Suspense",2016-04-15,2016-07-26,113,Rotten,30,133,Spilled,47,20560,29,40,93
Sing Street,PG-13,"Art House & International, Drama, Musical & Performing Arts",2016-04-15,2016-07-26,106,Certified Fresh,95,205,Upright,92,16808,40,195,10
The Jungle Book,PG,"Action & Adventure, Kids & Family",2016-04-15,2016-08-30,111,Certified Fresh,95,316,Upright,86,94379,50,299,17
A Hologram for the King,R,Drama,2016-04-22,2016-08-09,90,Fresh,72,145,Spilled,55,10192,38,105,40
The Huntsman: Winter's War,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",2016-04-22,2016-08-23,121,Rotten,18,211,Spilled,45,45098,40,38,173
Green Room,R,Horror,2016-04-29,2016-07-12,94,Certified Fresh,90,229,Upright,75,21549,46,207,22
Keanu,R,"Action & Adventure, Comedy",2016-04-29,2016-08-02,98,Certified Fresh,78,174,Spilled,55,24192,37,135,39
Mother's Day,PG-13,"Comedy, Drama",2016-04-29,2016-08-02,119,Rotten,6,155,Spilled,44,13994,37,10,145
The Man Who Knew Infinity,PG-13,"Art House & International, Drama",2016-04-29,2016-08-23,108,Fresh,62,127,Upright,71,10885,32,79,48
Captain America: Civil War,PG-13,"Action & Adventure, Science Fiction & Fantasy",2016-05-06,2016-09-13,146,Certified Fresh,91,398,Upright,89,179151,60,362,36
High-Rise,R,"Action & Adventure, Art House & International, Drama, Science Fiction & Fantasy",2016-05-13,2016-08-02,112,Rotten,59,213,Spilled,36,11986,31,126,87
Love & Friendship,PG,"Comedy, Drama",2016-05-13,2016-09-06,94,Certified Fresh,97,204,Upright,60,20130,45,198,6
Money Monster,R,Drama,2016-05-13,2016-09-06,90,Rotten,59,270,Spilled,51,23601,48,159,111
The Lobster,R,"Comedy, Cult Movies, Drama, Science Fiction & Fantasy",2016-05-13,2016-08-02,118,Certified Fresh,88,250,Upright,65,34116,43,219,31
Neighbors 2: Sorority Rising,R,Comedy,2016-05-20,2016-09-20,92,Fresh,63,199,Spilled,44,51540,38,126,73
The Angry Birds Movie,PG,"Animation, Kids & Family",2016-05-20,2016-08-16,95,Rotten,43,157,Spilled,46,29293,28,68,89
The Nice Guys,R,"Comedy, Drama",2016-05-20,2016-08-23,116,Certified Fresh,93,300,Upright,79,55822,52,278,22
Alice Through the Looking Glass,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",2016-05-27,2016-10-18,108,Rotten,29,249,Spilled,48,37749,44,73,176
X-Men: Apocalypse,PG-13,"Action & Adventure, Science Fiction & Fantasy",2016-05-27,2016-10-04,136,Rotten,47,333,Upright,65,127400,50,156,177
Me Before You,PG-13,Drama,2016-06-03,2016-08-30,110,Rotten,56,174,Upright,73,30507,41,97,77
Popstar: Never Stop Never Stopping,R,"Comedy, Musical & Performing Arts",2016-06-03,2016-09-13,86,Certified Fresh,78,167,Upright,65,17926,44,131,36
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy",2016-06-03,2016-09-20,97,Rotten,37,169,Spilled,47,53537,27,62,107
Now You See Me 2,PG-13,Mystery & Suspense,2016-06-10,2016-09-06,115,Rotten,34,189,Spilled,53,66864,38,64,125
The Conjuring 2,R,Horror,2016-06-10,2016-09-13,133,Certified Fresh,80,246,Upright,81,54228,36,198,48
Warcraft,PG-13,"Action & Adventure, Science Fiction & Fantasy",2016-06-10,2016-09-27,100,Rotten,28,228,Upright,77,63263,45,63,165
Central Intelligence,PG-13,"Action & Adventure, Comedy",2016-06-17,2016-09-27,114,Fresh,71,184,Upright,61,54195,41,130,54
Finding Dory,PG,Animation,2016-06-17,2016-11-15,100,Certified Fresh,94,322,Upright,84,181602,59,303,19
Free State of Jones,R,"Action & Adventure, Drama",2016-06-24,2016-09-20,139,Rotten,46,186,Upright,64,20758,43,86,100
Independence Day: Resurgence,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",2016-06-24,2016-10-18,119,Rotten,29,220,Spilled,30,74934,33,63,157
Swiss Army Man,R,Drama,2016-06-24,2016-10-04,95,Fresh,71,201,Upright,72,16892,36,142,59
The Shallows,PG-13,"Drama, Mystery & Suspense",2016-06-24,2016-09-27,87,Certified Fresh,79,212,Spilled,59,32331,34,167,45
The BFG,PG,"Kids & Family, Science Fiction & Fantasy",2016-07-01,2016-11-29,115,Certified Fresh,75,290,Spilled,57,37912,53,217,73
The Legend of Tarzan,PG-13,Action & Adventure,2016-07-01,2016-10-11,109,Rotten,36,245,Spilled,58,58120,49,89,156
The Purge: Election Year,R,"Action & Adventure, Horror, Mystery & Suspense",2016-07-01,2016-10-04,105,Rotten,55,154,Spilled,48,38231,32,85,69
Captain Fantastic,R,Drama,2016-07-08,2016-10-25,119,Certified Fresh,82,218,Upright,85,22051,45,179,39
Mike and Dave Need Wedding Dates,R,Comedy,2016-07-08,2016-09-27,98,Rotten,37,168,Spilled,51,28060,33,62,106
The Secret Life of Pets,PG,"Animation, Comedy",2016-07-08,2016-12-06,90,Certified Fresh,73,226,Upright,62,82326,46,166,60
The Infiltrator,R,Drama,2016-07-13,2016-10-11,127,Fresh,72,179,Upright,71,19025,40,128,51
Café Society,PG-13,"Comedy, Romance",2016-07-15,2016-10-18,85,Fresh,71,250,Spilled,56,13683,48,177,73
Ghostbusters,PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy",2016-07-15,2016-10-11,105,Certified Fresh,74,375,Spilled,50,119037,57,279,96
Hillary's America: The Secret History of the Democratic Party,PG-13,Documentary,2016-07-15,2016-10-11,100,Rotten,4,28,Upright,80,13761,12,1,27
Don't Think Twice,R,Comedy,2016-07-22,2016-12-06,92,Certified Fresh,98,132,Upright,69,19199,34,129,3
Ice Age: Collision Course,PG,"Animation, Kids & Family",2016-07-22,2016-10-11,100,Rotten,17,117,Spilled,39,32967,30,20,97
Lights Out,PG-13,Horror,2016-07-22,2016-10-25,81,Certified Fresh,76,173,Upright,61,27335,36,132,41
Star Trek Beyond,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",2016-07-22,2016-11-01,120,Certified Fresh,86,300,Upright,80,74283,53,257,43
Nerve,PG-13,Mystery & Suspense,2016-07-27,2016-10-25,96,Fresh,67,135,Upright,66,24326,35,90,45
Bad Moms,R,Comedy,2016-07-29,2016-11-01,101,Rotten,58,165,Upright,63,40980,37,96,69
Jason Bourne,PG-13,"Action & Adventure, Drama",2016-07-29,2016-12-06,123,Rotten,55,314,Spilled,55,56744,53,172,142
Nine Lives,PG,Comedy,2016-08-05,2016-11-01,87,Rotten,14,72,Spilled,41,10116,15,10,62
Suicide Squad,PG-13,Action & Adventure,2016-08-05,2016-12-13,123,Rotten,27,366,Spilled,59,145029,60,99,267
Florence Foster Jenkins,PG-13,"Comedy, Drama, Musical & Performing Arts",2016-08-12,2016-12-13,110,Certified Fresh,88,221,Upright,68,16811,44,194,27
Hell or High Water,R,"Drama, Mystery & Suspense",2016-08-12,2016-11-22,102,Certified Fresh,97,274,Upright,88,39678,51,266,8
Pete's Dragon,PG,Kids & Family,2016-08-12,2016-11-29,90,Certified Fresh,88,235,Upright,72,37096,42,206,29
Sausage Party,R,"Animation, Comedy",2016-08-12,2016-11-08,89,Certified Fresh,83,227,Spilled,50,64632,41,188,39
Ben-Hur,PG-13,"Classics, Drama",2016-08-19,2016-12-13,124,Rotten,25,187,Spilled,53,18957,33,47,140
Kubo and the Two Strings,PG,"Action & Adventure, Animation, Science Fiction & Fantasy",2016-08-19,2016-11-22,101,Certified Fresh,97,215,Upright,86,35277,44,208,7
War Dogs,R,"Comedy, Drama",2016-08-19,2016-11-22,114,Fresh,61,226,Upright,68,29055,49,137,89
Don't Breathe,R,"Horror, Mystery & Suspense",2016-08-26,2016-11-29,88,Certified Fresh,88,222,Upright,78,40340,38,195,27
Mechanic: Resurrection,R,"Action & Adventure, Mystery & Suspense",2016-08-26,2016-11-22,110,Rotten,32,57,Spilled,40,25574,11,18,39
The Light Between Oceans,PG-13,"Drama, Romance",2016-09-02,2017-01-24,132,Fresh,62,226,Upright,61,13654,43,140,86
Sully,PG-13,"Action & Adventure, Drama",2016-09-09,2016-12-20,96,Certified Fresh,86,334,Upright,84,48328,51,286,48
Blair Witch,R,Horror,2016-09-16,2017-01-03,89,Rotten,37,212,Spilled,31,12768,38,78,134
Bridget Jones's Baby,R,"Comedy, Romance",2016-09-16,2016-12-13,122,Certified Fresh,78,207,Upright,65,19921,45,162,45
Snowden,R,Drama,2016-09-16,2016-12-27,134,Fresh,60,254,Upright,70,28551,51,153,101
Storks,PG,"Animation, Comedy, Kids & Family",2016-09-23,2016-12-20,87,Fresh,66,136,Upright,62,24783,32,90,46
The Magnificent Seven,PG-13,"Action & Adventure, Drama, Western",2016-09-23,2016-12-20,132,Fresh,63,303,Upright,72,49003,51,192,111
Deepwater Horizon,PG-13,"Action & Adventure, Drama",2016-09-30,2017-01-10,99,Certified Fresh,83,251,Upright,82,45971,52,209,42
Masterminds,PG-13,Comedy,2016-09-30,2017-01-31,90,Rotten,33,94,Spilled,35,27366,25,31,63
Miss Peregrine's Home for Peculiar Children,PG-13,"Kids & Family, Science Fiction & Fantasy",2016-09-30,2016-12-13,127,Fresh,64,244,Upright,60,38751,44,157,87
The Birth of a Nation,R,Drama,2016-10-07,2017-01-10,119,Certified Fresh,72,255,Upright,71,15951,52,184,71
The Girl on the Train,R,"Drama, Mystery & Suspense",2016-10-07,2017-01-17,112,Rotten,44,297,Spilled,49,34336,54,132,165
Kevin Hart: What Now?,R,Comedy,2016-10-14,2017-01-10,96,Fresh,75,57,Spilled,58,10350,23,43,14
The Accountant,R,Drama,2016-10-14,2017-01-10,128,Rotten,51,274,Upright,76,46454,51,141,133
Jack Reacher: Never Go Back,PG-13,"Action & Adventure, Drama",2016-10-21,2017-01-31,118,Rotten,37,233,Spilled,42,31644,42,87,146
Keeping Up With The Joneses,PG-13,Comedy,2016-10-21,2017-01-17,101,Rotten,19,121,Spilled,37,14091,31,23,98
Moonlight,R,Drama,2016-10-21,2017-02-28,110,Certified Fresh,98,365,Upright,79,44816,59,358,7
Ouija: Origin of Evil,PG-13,"Horror, Mystery & Suspense",2016-10-21,2017-01-17,99,Certified Fresh,82,119,Spilled,57,14799,24,98,21
Tyler Perry's Boo! A Madea Halloween,PG-13,"Comedy, Drama, Horror",2016-10-21,2017-01-31,103,Rotten,19,42,Spilled,52,11980,10,8,34
Inferno,PG-13,"Action & Adventure, Drama, Mystery & Suspense",2016-10-28,2017-01-24,121,Rotten,23,246,Spilled,36,28654,48,57,189
Doctor Strange,PG-13,"Action & Adventure, Science Fiction & Fantasy",2016-11-04,2017-02-28,130,Certified Fresh,89,358,Upright,86,109580,52,319,39
Hacksaw Ridge,R,"Action & Adventure, Drama",2016-11-04,2017-02-21,139,Certified Fresh,85,266,Upright,91,55163,51,225,41
Loving,PG-13,Drama,2016-11-04,2017-02-07,123,Certified Fresh,89,283,Upright,76,19615,53,251,32
Trolls,PG,"Animation, Kids & Family",2016-11-04,2017-02-07,100,Certified Fresh,76,160,Upright,67,38774,33,121,39
Arrival,PG-13,"Drama, Mystery & Suspense, Science Fiction & Fantasy",2016-11-11,2017-02-14,116,Certified Fresh,94,411,Upright,82,82412,56,387,24
Elle,R,"Art House & International, Drama, Mystery & Suspense",2016-11-11,2017-03-14,130,Certified Fresh,91,235,Upright,73,11875,40,214,21
Fantastic Beasts and Where to Find Them,PG-13,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",2016-11-18,2017-03-28,132,Certified Fresh,75,326,Upright,79,87522,55,243,83
The Edge of Seventeen,R,"Comedy, Drama",2016-11-18,2017-02-14,98,Certified Fresh,94,206,Upright,83,27172,42,194,12
Allied,R,"Action & Adventure, Drama, Romance",2016-11-23,2017-02-28,124,Fresh,60,246,Upright,63,25175,49,148,98
Bad Santa 2,R,Comedy,2016-11-23,2017-02-21,92,Rotten,22,130,Spilled,33,10317,28,29,101
Moana,PG,"Action & Adventure, Animation, Kids & Family",2016-11-23,2017-03-07,103,Certified Fresh,96,271,Upright,89,68949,48,259,12
Lion,PG-13,Drama,2016-11-25,2017-04-11,120,Certified Fresh,85,259,Upright,91,39542,46,220,39
Jackie,R,Drama,2016-12-02,2017-03-07,95,Certified Fresh,87,340,Upright,60,28304,56,297,43
La La Land,PG-13,"Comedy, Drama, Musical & Performing Arts",2016-12-09,2017-04-25,128,Certified Fresh,91,437,Upright,81,70495,63,398,39
Nocturnal Animals,R,"Drama, Mystery & Suspense",2016-12-09,2017-02-21,115,Certified Fresh,74,287,Upright,73,29920,41,211,76
Office Christmas Party,R,Comedy,2016-12-09,2017-04-04,,Rotten,40,181,Spilled,40,21739,33,73,108
Collateral Beauty,PG-13,Drama,2016-12-16,2017-03-14,94,Rotten,14,179,Upright,64,22158,41,25,154
Manchester by the Sea,R,Drama,2016-12-16,2017-02-21,135,Certified Fresh,96,334,Upright,77,49840,50,320,14
Rogue One: A Star Wars Story,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",2016-12-16,2017-04-04,133,Certified Fresh,84,432,Upright,86,102502,63,361,71
Assassin's Creed,PG-13,"Action & Adventure, Drama",2016-12-21,2017-03-21,116,Rotten,18,216,Spilled,43,57224,34,39,177
Passengers,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",2016-12-21,2017-03-14,116,Rotten,30,269,Upright,63,54847,48,82,187
Sing,PG,"Animation, Comedy, Musical & Performing Arts",2016-12-21,2017-03-21,108,Fresh,72,180,Upright,72,39305,33,129,51
The Autopsy of Jane Doe,R,"Art House & International, Horror",2016-12-21,2017-06-27,99,Certified Fresh,86,102,Upright,70,12032,15,88,14
Why Him?,R,Comedy,2016-12-23,2017-03-28,111,Rotten,39,153,Spilled,51,22235,30,59,94
Fences,PG-13,Drama,2016-12-25,2017-03-14,133,Certified Fresh,92,256,Upright,75,36124,51,236,20
Paterson,R,"Comedy, Drama",2016-12-28,2017-04-04,115,Certified Fresh,96,248,Upright,71,15928,44,238,10
A Monster Calls,PG-13,"Comedy, Drama, Kids & Family, Science Fiction & Fantasy",2017-01-06,2017-03-28,108,Certified Fresh,86,257,Upright,81,25178,48,220,37
Hidden Figures,PG,Drama,2017-01-06,2017-04-11,127,Certified Fresh,93,304,Upright,93,58106,41,284,20
Underworld: Blood Wars,R,"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",2017-01-06,2017-04-25,91,Rotten,19,94,Spilled,49,22076,15,18,76
Live By Night,R,Drama,2017-01-13,2017-03-21,128,Rotten,35,228,Spilled,42,13281,43,79,149
Patriots Day,R,Drama,2017-01-13,2017-03-28,130,Certified Fresh,80,230,Upright,86,25879,47,184,46
Silence,R,Drama,2017-01-13,2017-03-28,161,Certified Fresh,83,270,Upright,69,25149,47,225,45
20th Century Women,R,"Comedy, Drama",2017-01-20,2017-03-28,118,Certified Fresh,89,217,Upright,74,12826,40,193,24
Split,PG-13,"Drama, Horror, Mystery & Suspense",2017-01-20,2017-04-18,116,Certified Fresh,77,294,Upright,79,53061,51,226,68
The Founder,PG-13,Drama,2017-01-20,2017-04-18,115,Certified Fresh,81,236,Upright,82,32161,45,192,44
xXx: Return of Xander Cage,PG-13,"Action & Adventure, Drama",2017-01-20,2017-05-16,110,Rotten,45,140,Spilled,37,25176,27,63,77
A Dog's Purpose,PG,"Comedy, Drama",2017-01-27,2017-05-02,120,Rotten,35,147,Upright,73,22969,34,51,96
Resident Evil: The Final Chapter,R,"Action & Adventure, Horror, Science Fiction & Fantasy",2017-01-27,2017-05-16,106,Rotten,37,100,Spilled,48,59389,15,37,63
I Am Not Your Negro,PG-13,Documentary,2017-02-03,2017-05-02,93,Certified Fresh,98,198,Upright,83,14188,37,195,3
Rings,PG-13,"Drama, Horror",2017-02-03,2017-05-02,117,Rotten,8,111,Spilled,24,22005,20,9,102
The Space Between Us,PG-13,"Action & Adventure, Science Fiction & Fantasy",2017-02-03,2017-05-16,120,Rotten,17,133,Spilled,55,14351,33,22,111
Fifty Shades Darker,R,"Drama, Romance",2017-02-10,2017-05-09,115,Rotten,11,195,Spilled,48,27486,44,22,173
John Wick: Chapter 2,R,"Action & Adventure, Drama",2017-02-10,2017-06-13,122,Certified Fresh,89,264,Upright,85,55933,44,235,29
The Lego Batman Movie,PG,"Action & Adventure, Animation, Comedy, Kids & Family",2017-02-10,2017-06-13,90,Certified Fresh,89,304,Upright,80,46206,56,272,32
A Cure For Wellness,R,Mystery & Suspense,2017-02-17,2017-06-06,146,Rotten,42,202,Spilled,41,11430,40,85,117
Fist Fight,R,Comedy,2017-02-17,2017-05-30,91,Rotten,24,128,Spilled,40,13587,30,31,97
The Great Wall,PG-13,"Action & Adventure, Drama, Mystery & Suspense",2017-02-17,2017-05-23,104,Rotten,36,227,Spilled,42,23615,43,81,146
Get Out,R,"Horror, Mystery & Suspense",2017-02-24,2017-05-23,104,Certified Fresh,98,361,Upright,86,74059,58,355,6
Logan,R,"Action & Adventure, Drama, Science Fiction & Fantasy",2017-03-03,2017-05-23,135,Certified Fresh,93,397,Upright,90,92042,56,370,27
The Shack,PG-13,Drama,2017-03-03,2017-05-30,132,Rotten,21,72,Upright,77,16346,19,15,57
Kong: Skull Island,PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",2017-03-10,2017-07-18,118,Certified Fresh,75,370,Upright,69,53985,50,278,92
Beauty and the Beast,PG,"Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",2017-03-17,2017-06-06,129,Fresh,71,363,Upright,80,86026,54,258,105
T2 Trainspotting,R,Drama,2017-03-17,2017-06-27,118,Certified Fresh,81,242,Upright,78,16126,45,195,47
CHIPS,R,"Action & Adventure, Comedy, Drama",2017-03-24,2017-06-27,101,Rotten,18,110,Spilled,45,11807,24,20,90
Life,R,"Action & Adventure, Drama, Science Fiction & Fantasy",2017-03-24,2017-06-20,103,Fresh,67,242,Spilled,54,33341,46,163,79
Saban's Power Rangers,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",2017-03-24,2017-06-27,124,Rotten,51,169,Upright,65,43820,29,86,83
Ghost in the Shell,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",2017-03-31,2017-07-25,106,Rotten,43,283,Spilled,51,39925,44,123,160
The Boss Baby,PG,"Animation, Comedy, Kids & Family",2017-03-31,2017-07-25,97,Rotten,52,177,Spilled,51,29606,32,92,85
The Zookeeper's Wife,PG-13,Drama,2017-03-31,2017-07-04,126,Fresh,63,175,Upright,76,12709,40,110,65
Colossal,R,"Comedy, Romance",2017-04-07,2017-08-01,110,Certified Fresh,80,251,Spilled,59,17060,46,202,49
Gifted,PG-13,Drama,2017-04-07,2017-07-25,101,Fresh,73,173,Upright,85,21642,32,126,47
Going in Style,PG-13,Comedy,2017-04-07,2017-08-01,97,Rotten,48,164,Spilled,57,13096,32,78,86
Smurfs: The Lost Village,PG,"Animation, Comedy, Kids & Family",2017-04-07,2017-07-11,,Rotten,40,96,Spilled,54,48331,20,38,58
Your Name. (Kimi No Na Wa.),PG,"Animation, Drama, Romance",2017-04-07,2017-11-07,106,Certified Fresh,97,111,Upright,94,11716,24,108,3
The Fate of the Furious,PG-13,"Action & Adventure, Drama",2017-04-14,2017-07-11,136,Fresh,67,299,Upright,72,44016,50,200,99
The Lost City of Z,PG-13,"Action & Adventure, Drama",2017-04-21,2017-07-11,140,Certified Fresh,86,234,Spilled,57,21388,48,202,32
The Promise,PG-13,"Drama, Romance",2017-04-21,2017-07-18,134,Rotten,51,156,Upright,92,11475,33,79,77
The Circle,PG-13,"Drama, Mystery & Suspense",2017-04-28,2017-08-01,,Rotten,15,137,Spilled,21,18015,27,20,117
Guardians of the Galaxy Vol. 2,PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy",2017-05-05,2017-08-22,137,Certified Fresh,84,395,Upright,87,108021,55,333,62
King Arthur: Legend Of The Sword,PG-13,"Action & Adventure, Drama",2017-05-12,2017-08-08,,Rotten,30,260,Upright,69,31625,48,79,181
Snatched,R,"Action & Adventure, Comedy",2017-05-12,2017-08-08,91,Rotten,36,207,Spilled,30,16419,45,75,132
